Chile Chico Airport,CL,Chile Chico,CCH
Chilko Lake (Tsylos Park Lodge) Airport,CA,Chilko Lake,CJH
Gral. Bernardo O´Higgins Airport,CL,Chillan,YAI
Chilliwack Airport,CA,Chilliwack,YCW
Chiloquin State Airport,US,Chiloquin,CHZ
Teniente FAP Jaime A De Montreuil Morales Airport,PE,Chimbote,CHM
Chimoio Airport,MZ,Chimoio,VPY
Chimore Airport,BO,Chimore,CCA
Chinde Airport,MZ,Chinde,INE
Kasompe Airport,ZM,Chingola,CGJ
Chinguetti Airport,MR,Chinguetti,CGT
Chino Airport,US,Chino,CNO
Chios Island National Airport,GR,Chios Island,JKH
Chipata Airport,ZM,Chipata,CIP
Chipinge Airport,ZW,Chipinge,CHJ
Chiquimula Airport,GT,Chiquimula,CIQ
Buffalo Range Airport,ZW,Chiredzi,BFO
Chisana Airport,US,Chisana,CZN
Chisasibi Airport,CA,Chisasibi,YKU
Chişinău International Airport,MD,Chişinău,KIV
Chistochina Airport,US,Chistochina,CZO
Chita-Kadala Airport,RU,Chita,HTA
Chitato Airport,AO,Chitato,PGI
Dundo Airport,AO,Chitato,DUE
Chitina Airport,US,Chitina,CXC
Chitral Airport,PK,Chitral,CJL
Alonso Valderrama Airport,PA,Chitré,CTD
Jiuhuashan Airport,CN,Chizhou,JUH
Chlef Aboubakr Belkaid International Airport,DZ,Chlef,CFK
Chokurdakh Airport,RU,Chokurdah,CKH
Chokwé Airport,MZ,Chokwé,TGS
Cholet Le Pontreau Airport,FR,Cholet/Le Pontreau,CET
Chomley Seaplane Base,US,Chomley,CIV
Chongqing Jiangbei International Airport,CN,Chongqing,CKG
Chos Malal Airport,AR,Chos Malal,HOS
Christchurch International Airport,NZ,Christchurch,CHC
Henry E Rohlsen Airport,VI,Christiansted,STX
Christiansted Harbor Seaplane Base,VI,Christiansted St Croix,SSB
Christmas Creek Station Airport,AU,Christmas Creek,CXQ
Graeme Rowley Aerodrome,AU,Christmas Creek Mine,CKW
Chuathbaluk Airport,US,Chuathbaluk,CHU
Jose De San Martin Airport,AR,Chubut,JSM
Chuja Port Heliport,KR,Chuja - Hach’uja-do (Chujado Islands),JCJ
Provideniya Bay Airport,RU,Chukotka,PVS
Camp Page Airport (A-306),KR,Chun Chon City,QUN
Chungribu Airport,PG,Chungribu,CVB
Churchill Airport,CA,Churchill,YYQ
Churchill Falls Airport,CA,Churchill Falls,ZUM
Chute-Des-Passes/Lac Margane Seaplane Base,CA,Chutes-des-Passes,YWQ
Cicia Airport,FJ,Cicia,ICI
Maximo Gomez Airport,CU,Ciego de Avila,AVI
Jaime Gonzalez Airport,CU,Cienfuegos,CFG
Nusawiru Airport,ID,Cijulang,CJN
Tunggul Wulung Airport,ID,Cilacap-Java Island,CXP
Cimitarra Airport,CO,Cimitarra,CIM
Cincinnati Municipal Airport Lunken Field,US,Cincinnati,LUK
Cincinnati Northern Kentucky International Airport,US,Cincinnati / Covington,CVG
Circle City (New) Airport,US,Circle,IRC
Circle Hot Springs Airport,US,Circle Hot Springs,CHP
Penggung Airport,ID,Cirebon-Java Island,CBN
Ciudad Acuña New International Airport,MX,Ciudad Acuña,ACN
Ciudad del Carmen International Airport,MX,Ciudad del Carmen,CME
Guarani International Airport,PY,Ciudad del Este,AGT
Macagua Airport,VE,Ciudad Guayana,SFX
Abraham González International Airport,MX,Ciudad Juárez,CJS
Ciudad Mante National Airport,MX,Ciudad Mante,MMC
Ciudad Obregón International Airport,MX,Ciudad Obregón,CEN
Ciudad Real International Airport,ES,Ciudad Real,CQM
General Pedro Jose Mendez International Airport,MX,Ciudad Victoria,CVM
Guanghan Airport,CN,Civil Aviation Flight University of China,GHN
Claremont Municipal Airport,US,Claremont,CNH
Schenck Field,US,Clarinda,ICL
Great Barrier Aerodrome,NZ,Claris,GBZ
Clarks Point Airport,US,Clarks Point,CLP
North Central West Virginia Airport,US,Clarksburg,CKB
Fletcher Field,US,Clarksdale,CKM
Clarksville–Montgomery County Regional Airport,US,Clarksville,CKV
Clayton Municipal Airpark,US,Clayton,CAO
Clear Lake Metroport,US,Clear Lake,CLC
Clearwater Air Park,US,Clearwater,CLW
Oconee County Regional Airport,US,Clemson,CEU
Clermont-Ferrand Auvergne Airport,FR,Clermont-Ferrand/Auvergne,CFE
Cleveland Hopkins International Airport,US,Cleveland,CLE
Cuyahoga County Airport,US,Cleveland,CGF
Burke Lakefront Airport,US,Cleveland,BKL
Clifton Hills Airport,AU,Clifton Hills,CFH
Greenlee County Airport,US,Clifton/Morenci,CFT
Clinton Municipal Airport,US,Clinton,CWI
Sampson County Airport,US,Clinton,CTZ
Clinton Sherman Airport,US,Clinton,CSM
Clinton Regional Airport,US,Clinton,CLK
Clinton Creek Airport,CA,Clinton Creek Mine,YLM
Clintonville Municipal Airport,US,Clintonville,CLI
Cloncurry Airport,AU,Cloncurry,CNJ
Varrelbusch Airport,DE,Cloppenburg,VAC
Clorinda Airport,AR,Clorinda,CLX
Fortescue - Dave Forrest Aerodrome,AU,Cloudbreak Village,KFE
Cannon Air Force Base,US,Clovis,CVS
Clovis Municipal Airport,US,Clovis,CVN
Club Makokola Airport,MW,Club Makokola,CMK
Cluff Lake Airport,CA,Cluff Lake,XCL
Cluj-Napoca International Airport,RO,Cluj-Napoca,CLJ
Clyde River Airport,CA,Clyde River,YCY
New Coalinga Municipal Airport,US,Coalinga,CLG
Coari Airport,BR,Coari,CIZ
Coatepeque Airport,GT,Coatepeque,CTF
Chester County G O Carlson Airport,US,Coatesville,CTH
Coban Airport,GT,Coban,CBV
Capitán Aníbal Arab Airport,BO,Cobija,CIJ
Francisco De Orellana Airport,EC,Coca,OCC
Jorge Wilsterman International Airport,BO,Cochabamba,CBB
Cochrane Airport,CA,Cochrane,YCN
Cochrane Airport,CL,Cochrane,LGR
JAGS McCartney International Airport,TC,Cockburn Town,GDT
Patrick Air Force Base,US,Cocoa Beach,COF
Las Flores Airport,CO,Codazzi,DZI
Codrington Airport,AG,Codrington,BBQ
Yellowstone Regional Airport,US,Cody,COD
Coen Airport,AU,Coen,CUQ
Coeur D'Alene - Pappy Boyington Field,US,Coeur d'Alene,COE
Coffeyville Municipal Airport,US,Coffeyville,CFV
Coffman Cove Seaplane Base,US,Coffman Cove,KCC
Coffs Harbour Airport,AU,Coffs Harbour,CFS
Cognac-Châteaubernard (BA 709) Air Base,FR,Cognac/Châteaubernard,CNG
Coimbatore International Airport,IN,Coimbatore,CJB
Colac Airport,AU,Colac,XCO
Colatina Airport,BR,Colatina,QCH
Shalz Field,US,Colby,CBK
Port Moller Airport,US,Cold Bay,PML
Cold Bay Airport,US,Cold Bay,CDB
CFB Cold Lake,CA,Cold Lake,YOD
Coldfoot Airport,US,Coldfoot,CXF
Coleman Municipal Airport,US,Coleman,COM
Licenciado Miguel de la Madrid Airport,MX,Colima,CLQ
Coll Airport,GB,Coll Island,COL
College Park Airport,US,College Park,CGS
Easterwood Field,US,College Station,CLL
Collie Airport,AU,Collie,CIE
Collins Bay Airport,CA,Collins Bay,YKC
Colmar-Houssen Airport,FR,Colmar/Houssen,CMR
Cologne Bonn Airport,DE,Cologne,CGN
Colombo Ratmalana Airport,LK,Colombo,RML
Kelani-Peliyagoda Seaplane Base,LK,Colombo,KEZ
Dandugama Seaplane Base,LK,Colombo,DGM
Bandaranaike International Colombo Airport,LK,Colombo,CMB
Beira Lake Seaplane Base,LK,Colombo,BYV
Enrique Adolfo Jimenez Airport,PA,Colón,ONX
Colonel Hill Airport,BS,Colonel Hill,CRI
Colonia Catriel Airport,AR,Colonia Catriel,CCT
Laguna de Los Patos International Airport,UY,Colonia del Sacramento,CYR
Colonsay Airstrip,GB,Colonsay,CSA
Colorado Creek Airport,US,Colorado Creek,KCR
City of Colorado Springs Municipal Airport,US,Colorado Springs,COS
USAF Academy Airfield,US,Colorado Springs,AFF
Jim Hamilton L.B. Owens Airport,US,Columbia,CUB
Columbia Regional Airport,US,Columbia,COU
Columbia Airport,US,Columbia,COA
Columbia Metropolitan Airport,US,Columbia,CAE
Maury County Airport,US,Columbia/Mount Pleasant,MRC
Columbus Lowndes County Airport,US,Columbus,UBS
The Ohio State University Airport - Don Scott Field,US,Columbus,OSU
Rickenbacker International Airport,US,Columbus,LCK
Columbus Metropolitan Airport,US,Columbus,CSG
John Glenn Columbus International Airport,US,Columbus,CMH
Columbus Municipal Airport,US,Columbus,CLU
Columbus Air Force Base,US,Columbus,CBM
Golden Triangle Regional Airport,US,Columbus/W Point/Starkville,GTR
Tommy Kochon Airport,CA,Colville Lake,YCK
Coronel Enrique Soto Cano Air Base,HN,Comayagua,XPL
Comilla Airport,BD,Comilla,CLA
Comiso Airport,IT,Comiso,CIY
San Antonio Copalar Airport,MX,Comitán,CJT
General E. Mosconi Airport,AR,Comodoro Rivadavia,CRD
Villa Constitución Airport,MX,Comondú,VIB
Ciudad Constitución National Airport,MX,Comondú,CUA
Comox Valley Airport / CFB Comox,CA,Comox,YQQ
Compton Woodley Airport,US,Compton,CPM
Con Dao Airport,VN,Con Dao,VCS
Conakry International Airport,GN,Conakry,CKY
Conceição do Araguaia Airport,BR,Conceição do Araguaia,CDJ
Carriel Sur Airport,CL,Concepcion,CCP
Teniente Col Carmelo Peralta Airport,PY,Concepción,CIO
Concepción Airport,BO,Concepción,CEP
Concord-Padgett Regional Airport,US,Concord,USA
Concord Municipal Airport,US,Concord,CON
Buchanan Field,US,Concord,CCR
Comodoro Pierrestegui Airport,AR,Concordia,COC
Blosser Municipal Airport,US,Concordia,CNK
Concórdia Airport,BR,Concórdia,CCI
Mandinga Airport,CO,Condoto,COG
Confresa Airport,BR,Confresa,CFO
RAF Coningsby,GB,Coningsby,QCY
Conklin (Leismer) Airport,CA,Conklin,CFM
Mettel Field,US,Connersville,CEV
Mihail Kogălniceanu International Airport,RO,Constanţa,CND
Mohamed Boudiaf International Airport,DZ,Constantine,CZL
Raul Arias Espinoza Airport,PA,Contadora Island,OTD
Coolawanyah Airport,AU,Coolawanyah Station,COY
Coolibah Airport,AU,Coolibah,COB
Cooma Snowy Mountains Airport,AU,Cooma,OOM
Coondewanna Airport,AU,Coondewanna,CJF
Quartz Creek Airport,US,Cooper Landing,JLA
Cooperstown-Westville Airport,US,Cooperstown,COP
Coorabie Airport,AU,Coorabie,CRJ
Copán Ruinas Airport,HN,Copán Ruinas,RUY
Copenhagen Roskilde Airport,DK,Copenhagen,RKE
Copenhagen Kastrup Airport,DK,Copenhagen,CPH
Desierto de Atacama Airport,CL,Copiapo,CPO
Copper Center 2 Airport,US,Copper Center,CZC
Tambillos Airport,CL,Coquimbo,COW
Coral Harbour Airport,CA,Coral Harbour,YZS
Corazón de Jesús Airport,PA,Corazón de Jesús and Narganá Islands,CZJ
Corcoran Airport,US,Corcoran,CRO
Cordillo Downs Airport,AU,Cordillo Downs,ODL
Ingeniero Ambrosio Taravella Airport,AR,Cordoba,COR
Córdoba Airport,ES,Córdoba,ODB
Cordova Municipal Airport,US,Cordova,CKU
Merle K (Mudhole) Smith Airport,US,Cordova,CDV
Roscoe Turner Airport,US,Corinth,CRX
Corisco International Airport,GQ,Corisco Island,OCS
Cork Airport,IE,Cork,ORK
Tekirdağ Çorlu Airport,TR,Çorlu,TEQ
Aérodrome de Pontoise - Cormeilles en Vexin,FR,Cormeilles-en-Vexin,POX
Corn Island,NI,Corn Island,RNI
Cornélio Procópio Airport,BR,Cornélio Procópio,CKO
Cornwall Regional Airport,CA,Cornwall,YCC
José Leonardo Chirinos Airport,VE,Coro,CZE
Pine Island Airport,US,Corolla,DUF
Francisco B. Reyes Airport,PH,Coron,USU
Coronation Airport,CA,Coronation,YCT
Brigadier D.H.E. Ruiz Airport,AR,Coronel Suarez,CSZ
Las Brujas Airport,CO,Corozal,CZU
Corozal Municipal Airport,BZ,Corozal,CZH
Corpus Christi International Airport,US,Corpus Christi,CRP
Coto 47 Airport,CR,Corredores,OTR
Trompeteros Airport,PE,Corrientes,TDP
Corrientes Airport,AR,Corrientes,CNQ
C David Campbell Field Corsicana Municipal Airport,US,Corsicana,CRS
Cortes Bay Water Aerodrome,CA,Cortes Bay,YCF
Cortez Municipal Airport,US,Cortez,CEZ
Cortina Airport,IT,Cortina D'Ampezzo,CDF
Cortland County Chase Field,US,Cortland,CTX
Corumbá International Airport,BR,Corumbá,CMG
Corvallis Municipal Airport,US,Corvallis,CVO
Región de Murcia International Airport,ES,Corvera,RMU
Corvo Airport,PT,Corvo,CVU
Costa Marques Airport,BR,Costa Marques,CQS
La Primavera Airport,CO,Costa Rica,LPE
Constanza - Expedición 14 de Junio National Airport,DO,Costanza,COZ
Awang Airport,PH,Cotabato City,CBO
San Vito De Java Airport,CR,Coto Brus,TOO
Cadjehoun Airport,BJ,Cotonou,COO
Andre Maggi Airport,BR,Cotriguaçu,OTT
Cottbus-Drewitz Airport,DE,Cottbus,CBU
RAF Cottesmore,GB,Cottesmore,OKH
Cotulla-La Salle County Airport,US,Cotulla,COT
Council Airport,US,Council,CIL
Council Bluffs Municipal Airport,US,Council Bluffs,CBF
Courchevel Airport,FR,Courchevel,CVF
Courtenay Airpark,CA,Courtenay,YCA
Coveñas Airport,CO,Coveñas,CVE
Coventry Airport,GB,Coventry,CVT
Cowley Airport,CA,Cowley,YYM
Cox's Bazar Airport,BD,Cox's Bazar,CXB
Teniente Vidal Airport,CL,Coyhaique,GXQ
Coyoles Airport,HN,Coyoles,CYL
Cozumel International Airport,MX,Cozumel,CZM
Cradock Airport,ZA,Cradock,CDO
Craig Moffat Airport,US,Craig,CIG
Craig Seaplane Base,US,Craig,CGA
Craig Cove Airport,VU,Craig Cove,CCV
Craiova Airport,RO,Craiova,CRA
Cranbrook/Canadian Rockies International Airport,CA,Cranbrook,YXC
Crane County Airport,US,Crane,CCG
Crane Island Airstrip,US,Crane Island,CKR
Cravo Norte Airport,CO,Cravo Norte,RAV
Creil Air Base,FR,Creil,CSF
Jack Mc Namara Field Airport,US,Crescent City,CEC
Cresswell Downs Airport,AU,Cresswell Downs,CSD
Crested Butte Airpark,US,Crested Butte,CSE
Creston Municipal Airport,US,Creston,CSQ
Creston Valley Regional Airport - Art Sutcliffe Field,CA,Creston,CFQ
Baca Grande Airfield,US,Crestone,BCJ
Duke Field,US,Crestview,EGI
Bob Sikes Airport,US,Crestview,CEW
Sitia Airport,GR,Crete Island,JSH
Diomício Freitas Airport,BR,Criciúma,CCM
Santa Izabel do Morro Airport,BR,Cristalândia,IDO
Crooked Creek Airport,US,Crooked Creek,CKD
Crookston Municipal Kirkwood Field,US,Crookston,CKN
Cross City Airport,US,Cross City,CTY
Cross Lake (Charlie Sinclair Memorial) Airport,CA,Cross Lake,YCR
Z M Jack Stell Field,US,Crossett,CRT
Crossville Memorial Whitson Field,US,Crossville,CSV
Crotone Airport,IT,Crotone,CRV
NASA Crows Landing Airport,US,Crows Landing,NRC
Carlos Ruhl Airport,BR,Cruz Alta,CZB
Cruzeiro do Sul Airport,BR,Cruzeiro Do Sul,CZS
Cuamba Airport,MZ,Cuamba,FXO
Camilo Daza International Airport,CO,Cúcuta,CUC
Mariscal Lamar Airport,EC,Cuenca,CUE
Marechal Rondon Airport,BR,Cuiabá,CGB
Cuito Cuanavale Airport,AO,Cuito Cuanavale,CTI
Benjamin Rivera Noriega Airport,PR,Culebra Island,CPX
Bachigualato Federal International Airport,MX,Culiacán,CUL
Culion Airport,PH,Culion Island,CUJ
A Coruña Airport,ES,Culleredo,LCG
Hughes Airport,US,Culver City,CVR
Greater Cumberland Regional Airport,US,Cumberland,CBE
Cuneo International Airport,IT,Cuneo,CUF
Afonso Pena Airport,BR,Curitiba,CWB
Bacacheri Airport,BR,Curitiba,BFH
Curitibanos Airport,BR,Curitibanos,QCR
Currais Novos Airport,BR,Currais Novos,QCP
Currillo Airport,CO,Currillo,CUI
Cururupu Airport,BR,Cururupu,CPU
Curuzu Cuatia Airport,AR,Curuzu Cuatia,UZU
Alejandro Velasco Astete International Airport,PE,Cusco,CUZ
Cushing Municipal Airport,US,Cushing,CUH
Cut Bank International Airport,US,Cut Bank,CTB
Cutral-Co Airport,AR,Cutral-Co,CUT
Nordholz Naval Airbase,DE,Cuxhaven,FCN
Cuyo Airport,PH,Cuyo,CYU
Bielsko-Bialo Kaniow Airfield,PL,Czechowice-Dziedzice,QEO
Częstochowa-Rudniki,PL,Częstochowa,CZW
Lien Khuong Airport,VN,Da Lat,DLI
Da Nang International Airport,VN,Da Nang,DAD
Dabra Airport,ID,Dabra-Papua Island,DRH
Dadu West Airport,PK,Dadu,DDU
Dadu Airport,PK,Dadu,DDU
Daegu Airport,KR,Daegu,TAE
Daet Airport,PH,Daet,DTE
Geilo Airport Dagali,NO,Dagali,DLD
Barstow Daggett Airport,US,Daggett,DAG
Dahl Creek Airport,US,Dahl Creek,DCK
Dahlgren Naval Surface Warfare Center Airport,US,Dahlgren,DGN
Nhon Co Airfield,VN,Đăk R'Lấp,HOO
Blaise Diagne International Airport,SN,Dakar,DSS
Léopold Sédar Senghor International Airport,SN,Dakar,DKR
Dakhla Airport,EH,Dakhla,VIL
Dalaman International Airport,TR,Dalaman,DLM
Dalanzadgad Airport,MN,Dalanzadgad,DLZ
Dalbandin Airport,PK,Dalbandin,DBA
Mocopulli Airport,CL,Dalcahue,MHC
Dalhart Municipal Airport,US,Dalhart,DHT
Dallas Executive Airport,US,Dallas,RBD
Dallas Love Field,US,Dallas,DAL
Addison Airport,US,Dallas,ADS
Dallas Fort Worth International Airport,US,Dallas-Fort Worth,DFW
Columbia Gorge Regional Airport,US,Dallesport / The Dalles,DLS
Dalnegorsk Airport,RU,Dalnegorsk,DHG
Dalnerechensk Airport,RU,Dalnerechensk,DLR
Dalton Municipal Airport,US,Dalton,DNN
Daly Waters Airport,AU,Daly Waters,DYW
Daman Airport,IN,Daman,NMB
Damascus International Airport,SY,Damascus,DAM
Dambulu Oya Tank Seaplane Base,LK,Dambulla,DBU
Danbury Municipal Airport,US,Danbury,DXR
Tulsipur Airport,NP,Dang,DNP
Dangriga Airport,BZ,Dangriga,DGA
Dansville Municipal Airport,US,Dansville,DSV
Vermilion Regional Airport,US,Danville,DNV
Danville Regional Airport,US,Danville,DAN
Daocheng Yading Airport,CN,Daocheng County,DCY
Daporijo Airport,IN,Daporijo,DEP
Saertu Airport,CN,Daqing Shi,DQA
Julius Nyerere International Airport,TZ,Dar es Salaam,DAR
Darbhanga Airport,IN,Darbhanga - Bihar - India,DBR
Darchula Airport,NP,Darchula,DAP
Darnley Island Airport,AU,Darnley Island,NLF
Daru Airport,PG,Daru,DAU
Darwaz Airport,AF,Darwaz,DAZ
Darwin International Airport,AU,Darwin,DRW
Daşoguz Airport,TM,Daşoguz,TAZ
Datadawai Airport,ID,Datadawai-Borneo Island,DTD
Dathina Airport,YE,Dathina,DAH
Datong Airport,CN,Datong,DAT
Daugavpils Intrenational Airport,LV,Daugavpils,DGP
Fishermans Airfield,PG,Daugo Island,DGG
Dauphin Barker Airport,CA,Dauphin,YDN
Francisco Bangoy International Airport,PH,Davao,DVO
Davenport Municipal Airport,US,Davenport,DVN
Enrique Malek International Airport,PA,David,DAV
King Salman Abdulaziz Airport,SA,Dawadmi,DWD
Dawei Airport,MM,Dawei,TVY
Dawson City Airport,CA,Dawson City,YDA
Dawson Creek Airport,CA,Dawson Creek,YDQ
Dayong Airport,CN,Dayong,DYG
Dayton-Wright Brothers Airport,US,Dayton,MGY
Wright-Patterson Air Force Base,US,Dayton,FFO
Wright Field,US,Dayton,DWF
James M Cox Dayton International Airport,US,Dayton,DAY
Daytona Beach International Airport,US,Daytona Beach,DAB
Dachuan Airport,CN,Dazhou,DAX
Dazu Air Base,CN,Dazu,DZU
Deadhorse Airport,US,Deadhorse,SCC
Deadman's Cay Airport,BS,Deadman's Cay,LGI
Dease Lake Airport,CA,Dease Lake,YDL
Furnace Creek Airport,US,Death Valley National Park,DTH
Deauville-Saint-Gatien Airport,FR,Deauville,DOL
Debepare Airport,PG,Debepare,DBP
Debra Marcos Airport,ET,Debra Marcos,DBM
Debre Tabor Airport,ET,Debre Tabor,DBT
Harar Meda Airport,ET,Debre Zeyit,QHR
Debrecen International Airport,HU,Debrecen,DEB
Decatur Shores Airport,US,Decatur,DTR
Decatur Airport,US,Decatur,DEC
Pryor Field Regional Airport,US,Decatur,DCU
Decatur HI-Way Airfield,US,Decatur,DCR
Decimomannu Air Base,IT,Decimomannu,DCI
Decorah Municipal Airport,US,Decorah,DEH
Dedougou Airport,BF,Dedougou,DGU
Deer Harbor SPB,US,Deer Harbor,DHB
Deer Lake Airport,CA,Deer Lake,YVZ
Deer Lake Airport,CA,Deer Lake,YDF
Deer Park Airport,US,Deer Park,DPK
Deering Airport,US,Deering,DRG
Defiance Memorial Airport,US,Defiance,DFI
Degah Bur Airport,ET,Degah Bur,DGC
Dehradun Airport,IN,Dehradun,DED
Deir ez-Zor Air Base,SY,Deir ez-Zor,DEZ
Nop Goliat Airport,ID,Dekai - Yahukimo,DEX
Siargao Airport,PH,Del Carmen,IAO
Del Rio International Airport,US,Del Rio,DRT
Laughlin Air Force Base,US,Del Rio,DLF
Déline Airport,CA,Déline,YWJ
Delingha Airport,CN,Delingha,HXD
Delma Airport,AE,Delma Island,ZDY
Delta Municipal Airport,US,Delta,DTA
Delta Junction Airport,US,Delta Junction,DJN
Allen Army Airfield,US,Delta Junction Ft Greely,BIG
Dembidollo Airport,ET,Dembidollo,DEM
Meselia Airport,PG,Demgulu,MFZ
Deming Municipal Airport,US,Deming,DMN
De Kooy Airport,NL,Den Helder,DHR
Keglsugl Airport,PG,Denglagu Mission,KEG
Shark Bay Airport,AU,Denham,MJK
Deniliquin Airport,AU,Deniliquin,DNQ
Denis Island Airport,SC,Denis Island,DEI
Denison Municipal Airport,US,Denison,DNS
Çardak Airport,TR,Denizli,DNZ
Ngurah Rai (Bali) International Airport,ID,Denpasar-Bali Island,DPS
Denver International Airport,US,Denver,DEN
Rocky Mountain Metropolitan Airport,US,Denver,BJC
Centennial Airport,US,Denver,APA
Deputatskiy Airport,RU,Deputatskiy,DPT
Dera Ghazi Khan Airport,PK,Dera Ghazi Khan,DEA
Dera Ismael Khan Airport,PK,Dera Ismael Khan,DSK
Beauregard Regional Airport,US,DeRidder,DRI
Derim Airport,PG,Derim,DER
Martubah Airport,LY,Derna,DNF
City of Derry Airport,GB,Derry,LDY
Des Moines International Airport,US,Des Moines,DSM
Refuge Cove Seaplane Base,CA,Desolation Sound,YRC
Desroches Airport,SC,Desroches Island,DES
Combolcha Airport,ET,Dessie,DSE
Destin Executive Airport,US,Destin,DSI
Willow Run Airport,US,Detroit,YIP
Detroit Metropolitan Wayne County Airport,US,Detroit,DTW
Coleman A. Young Municipal Airport,US,Detroit,DET
Detroit Lakes Airport - Wething Field,US,Detroit Lakes,DTL
Devils Lake Regional Airport,US,Devils Lake,DVL
Devonport Airport,AU,Devonport,DPO
Dezful Airport,IR,Dezful,DEF
King Abdulaziz Air Base,SA,Dhahran,DHA
Hazrat Shahjalal International Airport,BD,Dhaka,DAC
Dhangarhi Airport,NP,Dhangarhi,DHI
Diamantina Airport,BR,Diamantina,DTI
Diamantina Lakes Airport,AU,Diamantina Lakes,DYM
Diamantino Airport,BR,Diamantino,DMT
Dianópolis Airport,BR,Dianópolis,DNO
Diapaga Airport,BF,Diapaga,DIP
Diavik Airport,CA,Diavik,DVK
Dibba Airport,OM,Dibba Al-Baya,BYB
Dibrugarh Airport,IN,Dibrugarh,DIB
Dickinson Theodore Roosevelt Regional Airport,US,Dickinson,DIK
Mawella Lagoon Seaplane Base,LK,Dickwella,DIW
Diebougou Airport,BF,Diebougou,XDE
Diego Garcia Naval Support Facility,IO,Diego Garcia,NKW
Dien Bien Phu Airport,VN,Dien Bien Phu,DIN
St Aubin Airport,FR,Dieppe,DPE
Digby / Annapolis Regional Airport,CA,Digby,YDG
Dijon-Bourgogne Airport,FR,Dijon/Longvic,DIJ
Dikson Airport,RU,Dikson,DKS
Dilasag Airport,PH,Dilasag,DSG
Presidente Nicolau Lobato International Airport,TL,Dili,DIL
Dillingham Airport,US,Dillingham,DLG
Dillon Airport,US,Dillon,DLN
Dillon County Airport,US,Dillon,DLL
Dillon's Bay Airport,VU,Dillon's Bay,DLY
Dimapur Airport,IN,Dimapur,DMU
Dimbokro Airport,CI,Dimbokro,DIM
Dinangat Airport,PG,Dinangat,DNU
Dinard-Pleurtuit-Saint-Malo Airport,FR,Dinard/Pleurtuit/Saint-Malo,DNR
Galegu Airport,SD,Dinder,DNX
Dios Airport,PG,Dios,DOS
Dipolog Airport,PH,Dipolog City,DPL
Aba Tenna Dejazmach Yilma International Airport,ET,Dire Dawa,DIR
Dirico Airport,AO,Dirico,DRC
Diu Airport,IN,Diu,DIU
Brigadeiro Cabral Airport,BR,Divinópolis,DIQ
Diyarbakir Airport,TR,Diyarbakir,DIY
Djambala Airport,CG,Djambala,DJM
Djanet Inedbirene Airport,DZ,Djanet,DJG
Tsletsi Airport,DZ,Djelfa,QDJ
Djerba Zarzis International Airport,TN,Djerba,DJE
Djibo Airport,BF,Djibo,XDJ
Djibouti-Ambouli Airport,DJ,Djibouti City,JIB
Djougou Airport,BJ,Djougou,DJA
Djumu-Djomoe Airport,SR,Djumu-Djomoe,DOE
Djúpivogur Airport,IS,Djúpivogur,DJU
Dnipropetrovsk International Airport,UA,Dnipropetrovsk,DNK
Doany Airport,MG,Doany,DOA
Rar Gwamar Airport,ID,Dobo-Warmar Island,DOB
Dodge City Regional Airport,US,Dodge City,DDC
Dodoma Airport,TZ,Dodoma,DOD
Hamad International Airport,QA,Doha,DOH
Doha International Airport,QA,Doha,DIA
Dolbeau St Felicien Airport,CA,Dolbeau-St-Félicien,YDO
Dole-Tavaux Airport,FR,Dole/Tavaux,DLE
Ngot Nzoungou Airport,CG,Dolisie,DIS
Dolpa Airport,NP,Dolpa,DOP
Robin Hood Doncaster Sheffield Airport,GB,Doncaster,DSA
Donegal Airport,IE,Donegal,CFN
Donetsk Sergei Prokofiev International Airport,UA,Donetsk,DOK
Dong Hoi Airport,VN,Dong Hoi,VDH
Dongola Airport,SD,Dongola,DOG
Dongying Shengli Airport,CN,Dongying,DOY
Donnelly Airport,CA,Donnelly,YOE
Dorado Beach Airport,PR,Dorado,DDP
Dori Airport,BF,Dori,DOR
Dornoch Airfield,GB,Dornoch,DOC
Dorobisoro Airport,PG,Dorobisoro,DOO
Dortmund Airport,DE,Dortmund,DTM
Dorunda Airport,AU,Dorunda Outstation,DRD
Dos Lagunas Airport,GT,Dos Lagunas,DON
Dothan Regional Airport,US,Dothan,DHN
Douala International Airport,CM,Douala,DLA
Converse County Airport,US,Douglas,DGW
Douglas Municipal Airport,US,Douglas,DGL
Bisbee Douglas International Airport,US,Douglas Bisbee,DUG
Douglas Lake Airport,CA,Douglas Lake,DGF
Dourados Airport,BR,Dourados,DOU
Dover Air Force Base,US,Dover,DOV
Doylestown Airport,US,Doylestown,DYL
Dracena Airport,BR,Dracena,QDC
Drayton Valley Industrial Airport,CA,Drayton Valley,YDC
Dresden Airport,DE,Dresden,DRS
Drietabbetje Airport,SR,Drietabbetje,DRJ
Drumduff Airport,AU,Drumduff,DFP
Drummond Airport,US,Drummond,DRU
Drummond Island Airport,US,Drummond Island,DRE
Dryden Regional Airport,CA,Dryden,YHD
Dschang Airport,CM,Dschang,DSC
Al Minhad Air Base,AE,Dubai,NHD
Dubai International Airport,AE,Dubai,DXB
Dubai Creek SPB,AE,Dubai,DCG
Dubbo City Regional Airport,AU,Dubbo,DBO
New River Valley Airport,US,Dublin,PSK
Dublin Airport,IE,Dublin,DUB
W H 'Bud' Barron Airport,US,Dublin,DBN
DuBois Regional Airport,US,Dubois,DUJ
